timestamp,anomaly_status,anomaly_score,main_source,contributors,wms_score,inverter_score,dgr_score,ht_score,lt_score
2026-01-15 05:55:00,WARNING,0.56,wms,"wms,ht,dgr,lt,inverter",0.5613178168642186,0.4884201328218253,0.5396928007850931,0.5534743579560509,0.4893686614057368
2026-01-15 06:50:00,WARNING,0.54,ht,"ht,wms,dgr,inverter,lt",0.534680380243844,0.5127437005907599,0.5244569678701745,0.5382166476894784,0.46009580422841617
2026-01-15 06:55:00,WARNING,0.58,wms,"wms,ht,dgr,lt",0.5772836269047592,0.4651713315242023,0.5284763509109818,0.5563486978059278,0.52447498407977
2026-01-15 07:00:00,WARNING,0.58,wms,"wms,ht,lt,dgr",0.5793477784872442,0.48250798358059493,0.5252724765867375,0.5479583489736423,0.5278149532693733
2026-01-15 07:05:00,WARNING,0.59,wms,"wms,ht,dgr",0.5898933195067471,0.46519114148653,0.5137155405045174,0.5310344340027969,0.49917657033833474
2026-01-15 07:10:00,WARNING,0.56,wms,"wms,ht,dgr,lt,inverter",0.5552766466141926,0.4821916393151553,0.5259664184055444,0.5395154316793253,0.5016387187689177
2026-01-15 07:15:00,WARNING,0.57,wms,"wms,dgr,lt,ht",0.5735893061117568,0.4852923732070644,0.5340865011354867,0.5184792344567084,0.5286136537278302
2026-01-15 07:20:00,WARNING,0.56,wms,"wms,dgr,lt,ht",0.5625575035832845,0.4786237269095856,0.556554056231786,0.5246551347945902,0.5537396640130763
2026-01-15 07:25:00,WARNING,0.59,wms,"wms,ht,dgr",0.5921347991038384,0.47956003164702865,0.5529221279917012,0.5567176677737955,0.4844125552279174
2026-01-15 07:30:00,WARNING,0.58,wms,"wms,dgr,ht,lt,inverter",0.5750764163046179,0.5036867209285755,0.5475884534303948,0.541877525933461,0.5305670750773522
2026-01-15 07:35:00,WARNING,0.57,wms,"wms,ht,dgr",0.5699291252668351,0.4818041041895829,0.5158000331603084,0.5676521991377902,0.4861140607828005
2026-01-15 07:40:00,WARNING,0.55,wms,"wms,dgr,ht,lt,inverter",0.5453335489006427,0.4831677151284927,0.5426616600307969,0.5357638632944186,0.5152273524161024
2026-01-15 07:45:00,WARNING,0.59,wms,"wms,ht,dgr",0.5903422228970536,0.4714651514754437,0.519620042354837,0.53644154786138,0.49683854710338354
2026-01-15 07:50:00,WARNING,0.57,ht,"ht,dgr,wms,inverter",0.5304916074038541,0.5087578541760291,0.5643425987370982,0.5700244376390311,0.4805663755636478
2026-01-15 07:55:00,WARNING,0.55,ht,"ht,dgr,wms,inverter,lt",0.539397089220238,0.5127349909389769,0.5395196635981092,0.5484565858138111,0.47733554590873634
2026-01-15 08:00:00,WARNING,0.57,wms,"wms,dgr,ht",0.573804449930932,0.4710527076235884,0.5151943276183737,0.5114344266441841,0.48201793393948467
2026-01-15 08:05:00,WARNING,0.59,wms,"wms,ht,lt,dgr",0.5858998309731565,0.4929022925713056,0.5241171192024323,0.5482769366700763,0.5337991652869378
2026-01-15 08:10:00,WARNING,0.57,ht,"ht,wms,dgr,inverter",0.557429987184245,0.5270682813543427,0.5484104614869988,0.5695563199586214,0.48782604822456865
2026-01-15 08:15:00,WARNING,0.55,wms,"wms,lt,ht,dgr,inverter",0.5450385834248547,0.4973294588571296,0.5271830969530121,0.5411510720729611,0.5412801990590472
2026-01-15 08:20:00,WARNING,0.54,wms,"wms,lt,ht,dgr,inverter",0.5412846659196581,0.48429446184669733,0.5105772067643972,0.5167550202058122,0.530903642986502
2026-01-15 08:25:00,WARNING,0.59,wms,"wms,dgr,ht",0.5864594209664022,0.4701955740963371,0.5526087997729425,0.5301139254768875,0.4730037965694511
2026-01-15 08:30:00,WARNING,0.57,wms,"wms,ht,dgr",0.568904716387217,0.46906960236877576,0.4967416186796193,0.5105270458090143,0.4731373654901083
2026-01-15 08:35:00,WARNING,0.56,wms,"wms,dgr,ht,inverter,lt",0.5648952776351165,0.5180544847185072,0.5343752430946135,0.523650370949234,0.48699871507169046
2026-01-15 08:40:00,WARNING,0.56,wms,"wms,dgr,ht,lt,inverter",0.5643558196350625,0.4972998155381405,0.5523778636588323,0.5279675087505606,0.5183222962205757
2026-01-15 08:45:00,WARNING,0.56,wms,"wms,ht,dgr,inverter,lt",0.5594989536521298,0.509651146025753,0.521190527383116,0.5375683627016875,0.4939403319134953
2026-01-15 08:50:00,WARNING,0.58,wms,"wms,ht,dgr",0.5819723446154492,0.46338713533712084,0.5221811672309953,0.5372056726843922,0.48069202045918585
2026-01-15 08:55:00,WARNING,0.56,wms,"wms,dgr,ht,inverter,lt",0.556243833813819,0.5100771142415259,0.5559134864592032,0.5441100301246626,0.4853799662511187
2026-01-15 09:00:00,WARNING,0.59,wms,"wms,ht,dgr",0.586199623341776,0.4982581272530525,0.5388506042913396,0.5414069867294992,0.4768518402327515
2026-01-15 09:05:00,WARNING,0.56,wms,"wms,ht,lt,dgr,inverter",0.5576434434263893,0.49399309872630565,0.4982329981056344,0.5064124160365411,0.5009155187735499
2026-01-15 09:10:00,WARNING,0.57,wms,"wms,ht,lt,dgr,inverter",0.5661882328397417,0.4896043540969542,0.49454354561095665,0.5348405161170988,0.5009063415209374
2026-01-15 09:15:00,WARNING,0.59,wms,"wms,dgr,ht",0.5913078106779207,0.4965476511842305,0.5773727071868002,0.5647795672436378,0.5061964226764176
2026-01-15 09:20:00,WARNING,0.56,wms,"wms,ht,lt,dgr",0.5564149485831429,0.4730762312099765,0.49824947036884015,0.5153299560517427,0.506331663761996
